"App","Export","Method","Endpoint","ContentType","Operation","UseSlave","Source"
"会员端","myOrderList","POST","/c/user/myOrderList","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","myOrderList_notoken","POST","/c/user/myOrderList_notoken","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","PointListByUserId","POST","/c/user/PointListByUserId","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","putweixincard","POST","/c/user/putweixincard","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","putweixinList","POST","/c/user/putweixinList","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","rankList","POST","/c/user/rankList","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","recoverdelUserCard","POST","/c/user/recoverdelUserCard","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","register","POST","/c/user/register","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","replaceFormLine","POST","/c/user/replaceFormLine","application/json","write","False","common/vendor.js"
"会员端","selectAppoint","POST","/c/user/selectAppoint","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","selectAppointOfMonth","POST","/c/user/selectAppointOfMonth","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","selectOneAppoint","POST","/c/user/selectOneAppoint","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","submitCard","POST","/c/user/submitcard","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","sumAppointOfMonth","POST","/c/user/sumAppointOfMonth","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","sumUserList","POST","/c/user/sumUserList","application/x-www-form-urlencoded","query","False","common/vendor.js"
"会员端","takeByuserCardId","POST","/c/user/takeByuserCardId","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","UpdateUserInfo","POST","/c/user/UpdateUserInfo","application/json","write","False","common/vendor.js"
"会员端","getLoginInfo","POST","/c/user/wxlogin","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","getCommonData","POST","/common/dict","application/json","query","False","common/vendor.js"
"会员端","getUnionId","POST","/wx/getUnionId","application/x-www-form-urlencoded","write","False","common/vendor.js"
"会员端","getWeixinPhoneNumber","POST","/wx/getWeixinPhoneNumber","application/x-www-form-urlencoded","write","False","common/vendor.js"
